time_of_the_day,Day,CPU_Usage(%),Memory_Usage(%),Network_bandwidth_usage,Number_of_active_request,Response_time(ms),Disk_I/O
06:09,Thursday,23,26,112,176,229,12
06:10,Thursday,24,27,114,178,232,12
06:11,Thursday,25,28,115,180,234,13
06:12,Thursday,26,29,117,182,237,14
06:13,Thursday,27,30,118,184,239,15
06:14,Thursday,28,30,120,186,242,15
06:15,Thursday,29,31,121,188,244,16
06:16,Thursday,30,32,123,190,247,17
06:17,Thursday,31,33,125,192,249,18
06:18,Thursday,32,34,126,194,252,18
06:19,Thursday,33,35,128,196,254,19
06:20,Thursday,34,36,129,198,257,20
06:21,Thursday,35,37,131,200,259,21
06:22,Thursday,35,38,133,202,262,21
06:23,Thursday,36,38,134,204,264,22
06:24,Thursday,37,39,136,206,267,23
06:25,Thursday,38,40,137,208,269,24
06:26,Thursday,39,41,139,210,272,24
06:27,Thursday,40,42,141,212,274,25
06:28,Thursday,41,43,142,214,277,26
06:29,Thursday,42,44,144,216,279,27
06:30,Thursday,43,45,145,218,282,27
06:31,Thursday,44,46,147,220,284,28
06:32,Thursday,45,47,149,222,287,29
06:33,Thursday,46,47,150,224,289,30
06:34,Thursday,47,48,152,226,292,30
06:35,Thursday,48,49,153,228,294,31
06:36,Thursday,49,50,155,230,297,32
06:37,Thursday,50,51,157,232,299,33
06:38,Thursday,51,52,158,234,302,33
06:39,Thursday,52,53,160,236,304,34
06:40,Thursday,52,54,162,238,307,35
06:41,Thursday,53,55,163,240,309,36
06:42,Thursday,54,56,165,242,312,36
06:43,Thursday,55,57,166,244,314,37
06:44,Thursday,56,58,168,246,317,38
06:45,Thursday,57,59,170,248,319,39
06:46,Thursday,58,59,171,250,322,39
06:47,Thursday,59,60,173,252,324,40
06:48,Thursday,60,61,175,254,327,41
06:49,Thursday,61,62,176,256,329,42
06:50,Thursday,62,63,178,258,332,42
06:51,Thursday,63,64,179,260,334,43
06:52,Thursday,64,65,181,262,337,44
06:53,Thursday,65,66,183,264,339,45
06:54,Thursday,66,67,184,266,342,45
06:55,Thursday,67,68,186,268,344,46
06:56,Thursday,68,69,188,270,347,47
06:57,Thursday,69,70,189,272,349,48
06:58,Thursday,70,70,191,274,352,48
06:59,Thursday,71,71,192,276,354,49
07:00,Thursday,72,72,194,278,357,50
07:01,Thursday,73,73,196,280,359,51
07:02,Thursday,74,74,197,282,362,51
07:03,Thursday,75,75,199,284,364,52
07:04,Thursday,75,76,201,286,367,53
07:05,Thursday,76,77,202,288,369,54
07:06,Thursday,77,78,204,290,372,54
07:07,Thursday,78,79,205,292,374,55
07:08,Thursday,79,80,207,294,377,56
07:09,Thursday,80,81,209,296,379,57
07:10,Thursday,81,82,210,298,382,57
07:11,Thursday,82,83,212,300,384,58
07:12,Thursday,83,84,214,302,387,59
07:13,Thursday,84,85,215,304,389,60
07:14,Thursday,85,85,217,306,392,60
07:15,Thursday,86,86,218,308,394,61
07:16,Thursday,87,87,220,310,397,62
07:17,Thursday,88,88,222,312,399,63
07:18,Thursday,89,89,223,314,402,63
07:19,Thursday,90,90,225,316,404,64
07:20,Thursday,91,91,227,318,407,65
07:21,Thursday,92,92,228,320,409,66
07:22,Thursday,92,93,230,322,412,66
07:23,Thursday,93,94,231,324,414,67
07:24,Thursday,94,95,233,326,417,68
07:25,Thursday,95,96,235,328,419,69
07:26,Thursday,96,97,236,330,422,69
07:27,Thursday,97,98,238,332,424,70
07:28,Thursday,98,99,240,334,427,71
0.29,Thursday,99,100,241,336,429,72
07:30,Thursday,100,101,243,338,432,72
07:31,Thursday,101,101,244,340,434,73
07:32,Thursday,102,101,246,342,437,74
07:33,Thursday,103,101,248,344,439,75
07:34,Thursday,104,101,249,346,442,75
07:35,Thursday,105,101,251,348,444,76
07:36,Thursday,106,101,252,350,447,77
07:37,Thursday,107,101,254,352,449,78
07:38,Thursday,108,101,256,354,452,78
07:39,Thursday,109,101,257,356,454,79
07:40,Thursday,110,101,259,358,457,80
07:41,Thursday,111,101,260,360,459,81
07:42,Thursday,112,101,262,362,462,81
07:43,Thursday,113,101,264,364,464,82
07:44,Thursday,114,101,265,366,467,83
07:45,Thursday,115,101,267,368,469,84
07:46,Thursday,115,101,268,370,472,84
07:47,Thursday,116,101,270,372,474,85
07:48,Thursday,117,101,272,374,477,86
07:49,Thursday,118,101,273,376,479,87
07:50,Thursday,119,101,275,378,482,87
07:51,Thursday,120,101,276,380,484,88
07:52,Thursday,120,101,278,382,487,89
07:53,Thursday,120,101,280,384,489,90
07:54,Thursday,120,101,281,386,492,90
07:55,Thursday,120,101,283,388,494,91
07:56,Thursday,120,101,284,390,497,92
07:57,Thursday,120,101,286,392,499,93
07:58,Thursday,120,101,288,394,502,93
07:59,Thursday,120,101,289,396,504,94
08:00,Thursday,120,101,291,398,507,95
08:01,Thursday,120,101,292,400,509,96
08:02,Thursday,120,101,292,402,512,96
08:03,Thursday,120,101,292,404,514,97
08:04,Thursday,120,101,292,406,516,98
08:05,Thursday,120,101,292,408,516,99
08:06,Thursday,120,101,292,410,516,99
08:07,Thursday,120,101,292,412,516,100
08:08,Thursday,120,101,292,414,516,101
08:09,Thursday,120,101,292,416,516,102
08:10,Thursday,120,101,292,418,516,102
08:11,Thursday,120,101,292,420,516,103
08:12,Thursday,120,101,292,422,516,104
08:13,Thursday,120,101,292,424,516,105
08:14,Thursday,120,101,292,426,516,105
08:15,Thursday,120,101,292,428,516,106
08:16,Thursday,120,101,292,430,516,107
08:17,Thursday,120,101,292,432,516,108
08:18,Thursday,120,101,292,434,516,108
08:19,Thursday,120,101,292,434,516,109
08:20,Thursday,120,101,292,434,516,110
08:21,Thursday,120,101,292,434,516,111
08:22,Thursday,120,101,292,434,516,111
08:23,Thursday,120,101,292,434,516,112
08:24,Thursday,120,101,292,434,516,113
08:25,Thursday,120,101,292,434,516,114
08:26,Thursday,120,101,292,434,516,114
08:27,Thursday,120,101,292,434,516,115
08:28,Thursday,120,101,292,434,516,116
08:29,Thursday,120,101,292,434,516,117
08:30,Thursday,115,98,282,420,503,60
08:31,Thursday,116,98,283,422,504,60
08:32,Thursday,117,99,285,424,506,61
08:33,Thursday,118,100,286,427,508,61
08:34,Thursday,119,101,288,429,510,62
08:35,Thursday,120,101,289,431,512,63
08:36,Thursday,121,102,291,433,513,63
08:37,Thursday,122,103,292,436,515,64
08:38,Thursday,123,104,294,438,517,64
08:39,Thursday,124,105,295,440,519,65
08:40,Thursday,115,98,282,420,503,60
08:41,Thursday,116,98,283,422,504,60
08:42,Thursday,117,99,285,424,506,61
08:43,Thursday,118,100,286,427,508,61
08:44,Thursday,119,101,288,429,510,62
08:45,Thursday,120,101,289,431,512,63
08:46,Thursday,121,102,291,433,513,63
08:47,Thursday,122,103,292,436,515,64
08:48,Thursday,123,104,294,438,517,64
08:49,Thursday,124,105,295,440,519,65
08:50,Thursday,115,98,282,420,503,60
08:51,Thursday,116,98,283,422,504,60
08:52,Thursday,117,99,285,424,506,61
08:53,Thursday,118,100,286,427,508,61
08:54,Thursday,119,101,288,429,510,62
08:55,Thursday,120,101,289,431,512,63
08:56,Thursday,121,102,291,433,513,63
08:57,Thursday,122,103,292,436,515,64
08:58,Thursday,123,104,294,438,517,64
08:59,Thursday,124,105,295,440,519,65
09:00,Thursday,115,98,282,420,503,60
09:01,Thursday,116,98,283,422,504,60
09:02,Thursday,117,99,285,424,506,61
09:03,Thursday,118,100,286,427,508,61
09:04,Thursday,119,101,288,429,510,62
09:05,Thursday,120,101,289,431,512,63
09:06,Thursday,121,102,291,433,513,63
09:07,Thursday,122,103,292,436,515,64
09:08,Thursday,123,104,294,438,517,64
09:09,Thursday,124,105,295,440,519,65
09:10,Thursday,115,98,282,420,503,60
09:11,Thursday,116,98,283,422,504,60
09:12,Thursday,117,99,285,424,506,61
09:13,Thursday,118,100,286,427,508,61
09:14,Thursday,119,101,288,429,510,62
09:15,Thursday,120,101,289,431,512,63
09:16,Thursday,121,102,291,433,513,63
09:17,Thursday,122,103,292,436,515,64
09:18,Thursday,123,104,294,438,517,64
09:19,Thursday,124,105,295,440,519,65
09:20,Thursday,115,98,282,420,503,60
09:21,Thursday,116,98,283,422,504,60
09:22,Thursday,117,99,285,424,506,61
09:23,Thursday,118,100,286,427,508,61
09:24,Thursday,119,101,288,429,510,62
09:25,Thursday,120,101,289,431,512,63
09:26,Thursday,121,102,291,433,513,63
09:27,Thursday,122,103,292,436,515,64
09:28,Thursday,123,104,294,438,517,64
09:29,Thursday,124,105,295,440,519,65
09:30,Thursday,115,98,282,420,503,60
09:31,Thursday,116,98,283,422,504,60
09:32,Thursday,117,99,285,424,506,61
09:33,Thursday,118,100,286,427,508,61
09:34,Thursday,119,101,288,429,510,62
09:35,Thursday,120,101,289,431,512,63
09:36,Thursday,121,102,291,433,513,63
09:37,Thursday,122,103,292,436,515,64
09:38,Thursday,123,104,294,438,517,64
09:39,Thursday,124,105,295,440,519,65
09:40,Thursday,115,98,282,420,503,60
09:41,Thursday,116,98,283,422,504,60
09:42,Thursday,117,99,285,424,506,61
09:43,Thursday,118,100,286,427,508,61
09:44,Thursday,119,101,288,429,510,62
09:45,Thursday,120,101,289,431,512,63
09:46,Thursday,121,102,291,433,513,63
09:47,Thursday,122,103,292,436,515,64
09:48,Thursday,123,104,294,438,517,64
09:49,Thursday,124,105,295,440,519,65
09:50,Thursday,115,98,282,420,503,60
09:51,Thursday,116,98,283,422,504,60
09:52,Thursday,117,99,285,424,506,61
09:53,Thursday,118,100,286,427,508,61
09:54,Thursday,119,101,288,429,510,62
09:55,Thursday,120,101,289,431,512,63
09:56,Thursday,121,102,291,433,513,63
09:57,Thursday,122,103,292,436,515,64
09:58,Thursday,123,104,294,438,517,64
09:59,Thursday,124,105,295,440,519,65
10:00,Thursday,115,98,282,420,503,60
10:01,Thursday,116,98,283,422,504,60
10:02,Thursday,117,99,285,424,506,61
10:03,Thursday,118,100,286,427,508,61
10:04,Thursday,119,101,288,429,510,62
10:05,Thursday,120,101,289,431,512,63
10:06,Thursday,121,102,291,433,513,63
10:07,Thursday,122,103,292,436,515,64
10:08,Thursday,123,104,294,438,517,64
10:09,Thursday,124,105,295,440,519,65
10:10,Thursday,115,98,282,420,503,60
10:11,Thursday,116,98,283,422,504,60
10:12,Thursday,117,99,285,424,506,61
10:13,Thursday,118,100,286,427,508,61
10:14,Thursday,119,101,288,429,510,62
10:15,Thursday,120,101,289,431,512,63
10:16,Thursday,121,102,291,433,513,63
10:17,Thursday,122,103,292,436,515,64
10:18,Thursday,123,104,294,438,517,64
10:19,Thursday,124,105,295,440,519,65
10:20,Thursday,115,98,282,420,503,60
10:21,Thursday,116,98,283,422,504,60
10:22,Thursday,117,99,285,424,506,61
10:23,Thursday,118,100,286,427,508,61
10:24,Thursday,119,101,288,429,510,62
10:25,Thursday,120,101,289,431,512,63
10:26,Thursday,121,102,291,433,513,63
10:27,Thursday,122,103,292,436,515,64
10:28,Thursday,123,104,294,438,517,64
10:29,Thursday,124,105,295,440,519,65
10:30,Thursday,115,98,282,420,503,60
10:31,Thursday,116,98,283,422,504,60
10:32,Thursday,117,99,285,424,506,61
10:33,Thursday,118,100,286,427,508,61
10:34,Thursday,119,101,288,429,510,62
10:35,Thursday,120,101,289,431,512,63
10:36,Thursday,121,102,291,433,513,63
10:37,Thursday,122,103,292,436,515,64
10:38,Thursday,123,104,294,438,517,64
10:39,Thursday,124,105,295,440,519,65
10:40,Thursday,115,98,282,420,503,60
10:41,Thursday,116,98,283,422,504,60
10:42,Thursday,117,99,285,424,506,61
10:43,Thursday,118,100,286,427,508,61
10:44,Thursday,119,101,288,429,510,62
10:45,Thursday,120,101,289,431,512,63
10:46,Thursday,121,102,291,433,513,63
10:47,Thursday,122,103,292,436,515,64
10:48,Thursday,123,104,294,438,517,64
10:49,Thursday,124,105,295,440,519,65
10:50,Thursday,115,98,282,420,503,60
10:51,Thursday,116,98,283,422,504,60
10:52,Thursday,117,99,285,424,506,61
10:53,Thursday,118,100,286,427,508,61
10:54,Thursday,119,101,288,429,510,62
10:55,Thursday,120,101,289,431,512,63
10:56,Thursday,121,102,291,433,513,63
10:57,Thursday,122,103,292,436,515,64
10:58,Thursday,123,104,294,438,517,64
10:59,Thursday,124,105,295,440,519,65
11:00,Thursday,115,98,282,420,503,60
11:01,Thursday,116,98,283,422,504,60
11:02,Thursday,117,99,285,424,506,61
11:03,Thursday,118,100,286,427,508,61
11:04,Thursday,119,101,288,429,510,62
11:05,Thursday,120,101,289,431,512,63
11:06,Thursday,121,102,291,433,513,63
11:07,Thursday,122,103,292,436,515,64
11:08,Thursday,123,104,294,438,517,64
11:09,Thursday,124,105,295,440,519,65
11:10,Thursday,115,98,282,420,503,60
11:11,Thursday,116,98,283,422,504,60
11:12,Thursday,117,99,285,424,506,61
11:13,Thursday,118,100,286,427,508,61
11:14,Thursday,119,101,288,429,510,62
11:15,Thursday,120,101,289,431,512,63
11:16,Thursday,121,102,291,433,513,63
11:17,Thursday,122,103,292,436,515,64
11:18,Thursday,123,104,294,438,517,64
11:19,Thursday,124,105,295,440,519,65
11:20,Thursday,115,98,282,420,503,60
11:21,Thursday,116,98,283,422,504,60
11:22,Thursday,117,99,285,424,506,61
11:23,Thursday,118,100,286,427,508,61
11:24,Thursday,119,101,288,429,510,62
11:25,Thursday,120,101,289,431,512,63
11:26,Thursday,117,99,288,424,509,62
11:27,Thursday,115,97,284,417,502,60
11:28,Thursday,112,95,280,410,495,59
11:29,Thursday,110,93,276,403,489,58
11:30,Thursday,107,91,272,396,482,57
11:31,Thursday,105,89,268,389,475,56
11:32,Thursday,102,87,264,382,468,54
11:33,Thursday,100,85,260,375,461,53
11:34,Thursday,97,83,256,368,454,52
11:35,Thursday,95,81,252,361,447,51
11:36,Thursday,92,79,248,354,440,50
11:37,Thursday,90,77,244,347,433,48
11:38,Thursday,87,75,240,340,426,47
11:39,Thursday,85,73,236,333,419,46
11:40,Thursday,82,71,232,326,412,45
11:41,Thursday,80,69,228,319,405,44
11:42,Thursday,77,67,224,312,398,42
11:43,Thursday,75,65,220,305,391,41
11:44,Thursday,72,63,216,298,384,40
11:45,Thursday,70,61,212,291,377,39
11:46,Thursday,67,59,208,284,370,38
11:47,Thursday,65,57,204,277,363,36
11:48,Thursday,62,55,200,270,356,35
11:49,Thursday,60,53,196,263,349,34
11:50,Thursday,57,51,192,256,342,33
11:51,Thursday,55,49,188,249,335,32
11:52,Thursday,52,47,184,242,328,30
11:53,Thursday,50,45,180,235,321,29
11:54,Thursday,47,43,176,228,314,28
11:55,Thursday,45,41,172,221,307,27
11:56,Thursday,42,39,168,214,300,26
11:57,Thursday,40,37,164,207,293,24
11:58,Thursday,37,35,160,200,286,23
11:59,Thursday,35,33,156,193,279,22
12:00,Thursday,35,45,140,200,270,25
12:01,Thursday,37,46,144,207,277,26
12:02,Thursday,39,47,149,214,284,26
12:03,Thursday,42,48,153,221,291,27
12:04,Thursday,44,49,158,228,298,28
12:05,Thursday,46,50,162,235,305,29
12:06,Thursday,49,51,167,242,312,29
12:07,Thursday,51,52,171,249,319,30
12:08,Thursday,53,53,176,256,326,31
12:09,Thursday,56,54,180,263,333,32
12:10,Thursday,58,55,185,270,340,33
12:11,Thursday,60,56,189,277,347,33
12:12,Thursday,63,57,194,284,354,34
12:13,Thursday,65,58,198,291,361,35
12:14,Thursday,67,59,203,298,368,36
12:15,Thursday,70,60,207,305,375,37
12:16,Thursday,72,61,212,312,382,37
12:17,Thursday,74,62,216,319,389,38
12:18,Thursday,77,63,221,326,396,39
12:19,Thursday,79,64,225,333,403,40
12:20,Thursday,81,65,230,340,410,41
12:21,Thursday,84,66,234,347,417,41
12:22,Thursday,86,67,239,354,424,42
12:23,Thursday,88,68,243,361,431,43
12:24,Thursday,91,69,248,368,438,44
12:25,Thursday,93,70,252,375,445,45
12:26,Thursday,95,71,257,382,452,45
12:27,Thursday,98,72,261,389,459,46
12:28,Thursday,100,73,266,396,466,47
12:29,Thursday,102,74,270,403,473,48
12:30,Thursday,105,75,275,410,480,49
12:31,Thursday,107,76,279,417,487,49
12:32,Thursday,109,77,284,424,494,50
12:33,Thursday,112,78,288,431,501,51
12:34,Thursday,114,79,293,438,508,52
12:35,Thursday,116,80,297,445,515,53
12:36,Thursday,119,81,302,452,522,53
12:37,Thursday,121,82,306,459,529,54
12:38,Thursday,123,83,311,466,536,55
12:39,Thursday,126,84,315,473,543,56
12:40,Thursday,128,85,320,480,550,57
12:41,Thursday,130,86,324,487,557,57
12:42,Thursday,133,87,329,494,564,58
12:43,Thursday,135,88,333,501,571,59
12:44,Thursday,137,89,338,508,578,60
12:45,Thursday,140,90,342,515,585,61
12:46,Thursday,142,91,347,522,592,61
12:47,Thursday,144,92,351,529,599,62
12:48,Thursday,147,93,356,536,606,63
12:49,Thursday,149,94,360,543,613,64
12:50,Thursday,151,95,365,550,620,65
12:51,Thursday,154,96,369,557,627,65
12:52,Thursday,156,97,374,564,634,66
12:53,Thursday,158,98,378,571,641,67
12:54,Thursday,161,99,383,578,648,68
12:55,Thursday,163,100,387,585,655,69
12:56,Thursday,165,101,392,592,662,69
12:57,Thursday,168,102,396,599,669,70
12:58,Thursday,170,103,401,606,676,71
12:59,Thursday,180,140,400,600,690,90
13:00,Thursday,175,137,392,586,677,88
13:01,Thursday,176,137,393,589,679,88
13:02,Thursday,177,138,395,592,682,89
13:03,Thursday,178,139,396,594,685,89
13:04,Thursday,179,139,398,597,688,90
13:05,Thursday,180,140,400,600,690,90
13:06,Thursday,181,141,401,603,693,91
13:07,Thursday,182,141,403,605,696,91
13:08,Thursday,183,142,405,608,699,92
13:09,Thursday,184,143,406,611,701,92
13:10,Thursday,175,137,392,586,677,88
13:11,Thursday,176,137,393,589,679,88
13:12,Thursday,177,138,395,592,682,89
13:13,Thursday,178,139,396,594,685,89
13:14,Thursday,179,139,398,597,688,90
13:15,Thursday,180,140,400,600,690,90
13:16,Thursday,181,141,401,603,693,91
13:17,Thursday,182,141,403,605,696,91
13:18,Thursday,183,142,405,608,699,92
13:19,Thursday,184,143,406,611,701,92
13:20,Thursday,175,137,392,586,677,88
13:21,Thursday,176,137,393,589,679,88
13:22,Thursday,177,138,395,592,682,89
13:23,Thursday,178,139,396,594,685,89
13:24,Thursday,179,139,398,597,688,90
13:25,Thursday,180,140,400,600,690,90
13:26,Thursday,181,141,401,603,693,91
13:27,Thursday,182,141,403,605,696,91
13:28,Thursday,183,142,405,608,699,92
13:29,Thursday,184,143,406,611,701,92
13:30,Thursday,175,137,392,586,677,88
13:31,Thursday,176,137,393,589,679,88
13:32,Thursday,177,138,395,592,682,89
13:33,Thursday,178,139,396,594,685,89
13:34,Thursday,179,139,398,597,688,90
13:35,Thursday,180,140,400,600,690,90
13:36,Thursday,181,141,401,603,693,91
13:37,Thursday,182,141,403,605,696,91
13:38,Thursday,183,142,405,608,699,92
13:39,Thursday,184,143,406,611,701,92
13:40,Thursday,175,137,392,586,677,88
13:41,Thursday,176,137,393,589,679,88
13:42,Thursday,177,138,395,592,682,89
13:43,Thursday,178,139,396,594,685,89
13:44,Thursday,179,139,398,597,688,90
13:45,Thursday,180,140,400,600,690,90
13:46,Thursday,181,141,401,603,693,91
13:47,Thursday,182,141,403,605,696,91
13:48,Thursday,183,142,405,608,699,92
13:49,Thursday,184,143,406,611,701,92
13:50,Thursday,175,137,392,586,677,88
13:51,Thursday,176,137,393,589,679,88
13:52,Thursday,177,138,395,592,682,89
13:53,Thursday,178,139,396,594,685,89
13:54,Thursday,179,139,398,597,688,90
13:55,Thursday,180,140,400,600,690,90
13:56,Thursday,181,141,401,603,693,91
13:57,Thursday,182,141,403,605,696,91
13:58,Thursday,183,142,405,608,699,92
13:59,Thursday,184,143,406,611,701,92
14:00,Thursday,175,137,392,586,677,88
14:01,Thursday,176,137,393,589,679,88
14:02,Thursday,177,138,395,592,682,89
14:03,Thursday,178,139,396,594,685,89
14:04,Thursday,179,139,398,597,688,90
14:05,Thursday,180,140,400,600,690,90
14:06,Thursday,181,141,401,603,693,91
14:07,Thursday,182,141,403,605,696,91
14:08,Thursday,183,142,405,608,699,92
14:09,Thursday,184,143,406,611,701,92
14:10,Thursday,175,137,392,586,677,88
14:11,Thursday,176,137,393,589,679,88
14:12,Thursday,177,138,395,592,682,89
14:13,Thursday,178,139,396,594,685,89
14:14,Thursday,179,139,398,597,688,90
14:15,Thursday,180,140,400,600,690,90
14:16,Thursday,181,141,401,603,693,91
14:17,Thursday,182,141,403,605,696,91
14:18,Thursday,183,142,405,608,699,92
14:19,Thursday,184,143,406,611,701,92
14:20,Thursday,175,137,392,586,677,88
14:21,Thursday,176,137,393,589,679,88
14:22,Thursday,177,138,395,592,682,89
14:23,Thursday,178,139,396,594,685,89
14:24,Thursday,179,139,398,597,688,90
14:25,Thursday,180,140,400,600,690,90
14:26,Thursday,181,141,401,603,693,91
14:27,Thursday,182,141,403,605,696,91
14:28,Thursday,183,142,405,608,699,92
14:29,Thursday,184,143,406,611,701,92
14:30,Thursday,175,137,392,586,677,88
14:31,Thursday,176,137,393,589,679,88
14:32,Thursday,177,138,395,592,682,89
14:33,Thursday,178,139,396,594,685,89
14:34,Thursday,179,139,398,597,688,90
14:35,Thursday,180,140,400,600,690,90
14:36,Thursday,181,141,401,603,693,91
14:37,Thursday,182,141,403,605,696,91
14:38,Thursday,183,142,405,608,699,92
14:39,Thursday,184,143,406,611,701,92
14:40,Thursday,175,137,392,586,677,88
14:41,Thursday,176,137,393,589,679,88
14:42,Thursday,177,138,395,592,682,89
14:43,Thursday,178,139,396,594,685,89
14:44,Thursday,179,139,398,597,688,90
14:45,Thursday,180,140,400,600,690,90
14:46,Thursday,181,141,401,603,693,91
14:47,Thursday,182,141,403,605,696,91
14:48,Thursday,183,142,405,608,699,92
14:49,Thursday,184,143,406,611,701,92
14:50,Thursday,175,137,392,586,677,88
14:51,Thursday,176,137,393,589,679,88
14:52,Thursday,177,138,395,592,682,89
14:53,Thursday,178,139,396,594,685,89
14:54,Thursday,179,139,398,597,688,90
14:55,Thursday,180,140,400,600,690,90
14:56,Thursday,181,141,401,603,693,91
14:57,Thursday,182,141,403,605,696,91
14:58,Thursday,183,142,405,608,699,92
14:59,Thursday,184,143,406,611,701,92
15:00,Thursday,175,137,392,586,677,88
15:01,Thursday,176,137,393,589,679,88
15:02,Thursday,177,138,395,592,682,89
15:03,Thursday,178,139,396,594,685,89
15:04,Thursday,179,139,398,597,688,90
15:05,Thursday,180,140,400,600,690,90
15:06,Thursday,181,141,401,603,693,91
15:07,Thursday,182,141,403,605,696,91
15:08,Thursday,183,142,405,608,699,92
15:09,Thursday,184,143,406,611,701,92
15:10,Thursday,175,137,392,586,677,88
15:11,Thursday,176,137,393,589,679,88
15:12,Thursday,177,138,395,592,682,89
15:13,Thursday,178,139,396,594,685,89
15:14,Thursday,179,139,398,597,688,90
15:15,Thursday,180,140,400,600,690,90
15:16,Thursday,181,141,401,603,693,91
15:17,Thursday,182,141,403,605,696,91
15:18,Thursday,183,142,405,608,699,92
15:19,Thursday,184,143,406,611,701,92
15:20,Thursday,175,137,392,586,677,88
15:21,Thursday,176,137,393,589,679,88
15:22,Thursday,177,138,395,592,682,89
15:23,Thursday,178,139,396,594,685,89
15:24,Thursday,179,139,398,597,688,90
15:25,Thursday,180,140,400,600,690,90
15:26,Thursday,181,141,401,603,693,91
15:27,Thursday,182,141,403,605,696,91
15:28,Thursday,183,142,405,608,699,92
15:29,Thursday,184,143,406,611,701,92
15:30,Thursday,175,137,392,586,677,88
15:31,Thursday,176,137,393,589,679,88
15:32,Thursday,177,138,395,592,682,89
15:33,Thursday,178,139,396,594,685,89
15:34,Thursday,179,139,398,597,688,90
15:35,Thursday,180,140,400,600,690,90
15:36,Thursday,181,141,401,603,693,91
15:37,Thursday,182,141,403,605,696,91
15:38,Thursday,183,142,405,608,699,92
15:39,Thursday,184,143,406,611,701,92
15:40,Thursday,175,137,392,586,677,88
15:41,Thursday,176,137,393,589,679,88
15:42,Thursday,177,138,395,592,682,89
15:43,Thursday,178,139,396,594,685,89
15:44,Thursday,179,139,398,597,688,90
15:45,Thursday,180,140,400,600,690,90
15:46,Thursday,181,141,401,603,693,91
15:47,Thursday,182,141,403,605,696,91
15:48,Thursday,183,142,405,608,699,92
15:49,Thursday,184,143,406,611,701,92
15:50,Thursday,175,137,392,586,677,88
15:51,Thursday,176,137,393,589,679,88
15:52,Thursday,177,138,395,592,682,89
15:53,Thursday,178,139,396,594,685,89
15:54,Thursday,179,139,398,597,688,90
15:55,Thursday,180,140,400,600,690,90
15:56,Thursday,181,141,401,603,693,91
15:57,Thursday,182,141,403,605,696,91
15:58,Thursday,183,142,405,608,699,92
15:59,Thursday,184,143,406,611,701,92
16:00,Thursday,175,137,392,586,677,88
16:01,Thursday,176,137,393,589,679,88
16:02,Thursday,177,138,395,592,682,89
16:03,Thursday,178,139,396,594,685,89
16:04,Thursday,179,139,398,597,688,90
16:05,Thursday,180,140,400,600,690,90
16:06,Thursday,181,141,401,603,693,91
16:07,Thursday,182,141,403,605,696,91
16:08,Thursday,183,142,405,608,699,92
16:09,Thursday,184,143,406,611,701,92
16:10,Thursday,175,137,392,586,677,88
16:11,Thursday,176,137,393,589,679,88
16:12,Thursday,177,138,395,592,682,89
16:13,Thursday,178,139,396,594,685,89
16:14,Thursday,179,139,398,597,688,90
16:15,Thursday,180,140,400,600,690,90
16:16,Thursday,181,141,401,603,693,91
16:17,Thursday,182,141,403,605,696,91
16:18,Thursday,183,142,405,608,699,92
16:19,Thursday,184,143,406,611,701,92
16:20,Thursday,175,137,392,586,677,88
16:21,Thursday,176,137,393,589,679,88
16:22,Thursday,177,138,395,592,682,89
16:23,Thursday,178,139,396,594,685,89
16:24,Thursday,179,139,398,597,688,90
16:25,Thursday,180,140,400,600,690,90
16:26,Thursday,181,141,401,603,693,91
16:27,Thursday,182,141,403,605,696,91
16:28,Thursday,183,142,405,608,699,92
16:29,Thursday,184,143,406,611,701,92
16:30,Thursday,175,137,392,586,677,88
16:31,Thursday,178,139,398,596,686,89
16:32,Thursday,177,138,395,591,682,88
16:33,Thursday,175,136,393,587,678,87
16:34,Thursday,173,135,391,582,674,87
16:35,Thursday,172,134,389,578,670,86
16:36,Thursday,170,133,386,573,666,85
16:37,Thursday,168,132,384,569,662,84
16:38,Thursday,167,131,382,564,658,84
16:39,Thursday,165,130,379,560,654,83
16:40,Thursday,163,128,377,555,650,82
16:41,Thursday,162,127,375,551,646,81
16:42,Thursday,160,126,373,546,642,81
16:43,Thursday,158,125,370,542,638,80
16:44,Thursday,157,124,368,537,634,79
16:45,Thursday,155,123,366,533,630,78
16:46,Thursday,153,122,363,528,626,78
16:47,Thursday,152,121,361,524,622,77
16:48,Thursday,150,119,359,519,618,76
16:49,Thursday,148,118,357,515,614,75
16:50,Thursday,147,117,354,510,610,75
16:51,Thursday,145,116,352,506,606,74
16:52,Thursday,143,115,350,501,602,73
16:53,Thursday,142,114,347,497,598,72
16:54,Thursday,140,113,345,492,594,72
16:55,Thursday,138,112,343,488,590,71
16:56,Thursday,137,110,341,483,586,70
16:57,Thursday,135,109,338,479,582,69
16:58,Thursday,133,108,336,474,578,69
16:59,Thursday,132,107,334,470,574,68
17:00,Thursday,130,106,332,465,570,67
17:01,Thursday,128,105,329,461,566,66
17:02,Thursday,127,104,327,456,562,66
17:03,Thursday,125,103,325,452,558,65
17:04,Thursday,123,101,323,447,554,64
17:05,Thursday,122,100,320,443,550,63
17:06,Thursday,120,99,318,438,546,63
17:07,Thursday,118,98,316,434,542,62
17:08,Thursday,117,97,314,429,538,61
17:09,Thursday,115,96,311,425,534,60
17:10,Thursday,113,95,309,420,530,60
17:11,Thursday,112,94,307,416,526,59
