time_of_the_day,Day,CPU_Usage(%),Memory_Usage(%),Network_bandwidth_usage,Number_of_active_request,Response_time(ms),Disk_I/O,Predicted_Response(ms),Delta_ms
04:11,Friday,24,27,107,167,216,14.0,216.0,0.0
04:12,Friday,23,26,106,166,215,13.0,215.0,0.0
04:13,Friday,22,25,105,165,214,12.0,214.0,0.0
04:14,Friday,21,24,104,164,213,11.0,213.0,0.0
04:15,Friday,20,23,103,163,212,10.0,212.0,0.0
04:16,Friday,19,22,102,162,211,9.0,211.0,0.0
04:17,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
04:18,Friday,17,20,100,160,209,7.0,209.0,0.0
04:19,Friday,16,19,99,159,208,6.0,208.0,0.0
04:20,Friday,15,18,98,158,207,5.0,207.0,0.0
04:21,Friday,16,19,99,159,208,6.0,208.0,0.0
04:22,Friday,17,20,100,160,209,7.0,209.0,0.0
04:23,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
04:24,Friday,19,22,102,162,211,9.0,211.0,0.0
04:25,Friday,20,23,103,163,212,10.0,212.0,0.0
04:26,Friday,21,24,104,164,213,11.0,213.0,0.0
04:27,Friday,22,25,105,165,214,12.0,214.0,0.0
04:28,Friday,23,26,106,166,215,13.0,215.0,0.0
04:29,Friday,24,27,107,167,216,14.0,216.0,0.0
04:30,Friday,25,28,108,168,217,15.0,217.0,0.0
04:31,Friday,24,27,107,167,216,14.0,216.0,0.0
04:32,Friday,23,26,106,166,215,13.0,215.0,0.0
04:33,Friday,22,25,105,165,214,12.0,214.0,0.0
04:34,Friday,21,24,104,164,213,11.0,213.0,0.0
04:35,Friday,20,23,103,163,212,10.0,212.0,0.0
04:36,Friday,19,22,102,162,211,9.0,211.0,0.0
04:37,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
04:38,Friday,17,20,100,160,209,7.0,209.0,0.0
04:39,Friday,16,19,99,159,208,6.0,208.0,0.0
04:40,Friday,15,18,98,158,207,5.0,207.0,0.0
04:41,Friday,16,19,99,159,208,6.0,208.0,0.0
04:42,Friday,17,20,100,160,209,7.0,209.0,0.0
04:43,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
04:44,Friday,19,22,102,162,211,9.0,211.0,0.0
04:45,Friday,20,23,103,163,212,10.0,212.0,0.0
04:46,Friday,21,24,104,164,213,11.0,213.0,0.0
04:47,Friday,22,25,105,165,214,12.0,214.0,0.0
04:48,Friday,23,26,106,166,215,13.0,215.0,0.0
04:49,Friday,24,27,107,167,216,14.0,216.0,0.0
04:50,Friday,25,28,108,168,217,15.0,217.0,0.0
04:51,Friday,24,27,107,167,216,14.0,216.0,0.0
04:52,Friday,23,26,106,166,215,13.0,215.0,0.0
04:53,Friday,22,25,105,165,214,12.0,214.0,0.0
04:54,Friday,21,24,104,164,213,11.0,213.0,0.0
04:55,Friday,20,23,103,163,212,10.0,212.0,0.0
04:56,Friday,19,22,102,162,211,9.0,211.0,0.0
04:57,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
04:58,Friday,17,20,100,160,209,7.0,209.0,0.0
04:59,Friday,16,19,99,159,208,6.0,208.0,0.0
05:00,Friday,15,18,98,158,207,5.0,207.0,0.0
05:01,Friday,16,19,99,159,208,6.0,208.0,0.0
05:02,Friday,17,20,100,160,209,7.0,209.0,0.0
05:03,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
05:04,Friday,19,22,102,162,211,9.0,211.0,0.0
05:05,Friday,20,23,103,163,212,10.0,212.0,0.0
05:06,Friday,21,24,104,164,213,11.0,213.0,0.0
05:07,Friday,22,25,105,165,214,12.0,214.0,0.0
05:08,Friday,23,26,106,166,215,13.0,215.0,0.0
05:09,Friday,24,27,107,167,216,14.0,216.0,0.0
05:10,Friday,25,28,108,168,217,15.0,217.0,0.0
05:11,Friday,24,27,107,167,216,14.0,216.0,0.0
05:12,Friday,23,26,106,166,215,13.0,215.0,0.0
05:13,Friday,22,25,105,165,214,12.0,214.0,0.0
05:14,Friday,21,24,104,164,213,11.0,213.0,0.0
05:15,Friday,20,23,103,163,212,10.0,212.0,0.0
05:16,Friday,19,22,102,162,211,9.0,211.0,0.0
05:17,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
05:18,Friday,17,20,100,160,209,7.0,209.0,0.0
05:19,Friday,16,19,99,159,208,6.0,208.0,0.0
05:20,Friday,15,18,98,158,207,5.0,207.0,0.0
05:21,Friday,16,19,99,159,208,6.0,208.0,0.0
05:22,Friday,17,20,100,160,209,7.0,209.0,0.0
05:23,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
05:24,Friday,19,22,102,162,211,9.0,211.0,0.0
05:25,Friday,20,23,103,163,212,10.0,212.0,0.0
05:26,Friday,21,24,104,164,213,11.0,213.0,0.0
05:27,Friday,22,25,105,165,214,12.0,214.0,0.0
05:28,Friday,23,26,106,166,215,13.0,215.0,0.0
05:29,Friday,24,27,107,167,216,14.0,216.0,0.0
05:30,Friday,25,28,108,168,217,15.0,217.0,0.0
05:31,Friday,24,27,107,167,216,14.0,216.0,0.0
05:32,Friday,23,26,106,166,215,13.0,215.0,0.0
05:33,Friday,22,25,105,165,214,12.0,214.0,0.0
05:34,Friday,21,24,104,164,213,11.0,213.0,0.0
05:35,Friday,20,23,103,163,212,10.0,212.0,0.0
05:36,Friday,19,22,102,162,211,9.0,211.0,0.0
05:37,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
05:38,Friday,17,20,100,160,209,7.0,209.0,0.0
05:39,Friday,16,19,99,159,208,6.0,208.0,0.0
05:40,Friday,15,18,98,158,207,5.0,207.0,0.0
05:41,Friday,16,19,99,159,208,6.0,208.0,0.0
05:42,Friday,17,20,100,160,209,7.0,209.0,0.0
05:43,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
05:44,Friday,19,22,102,162,211,9.0,211.0,0.0
05:45,Friday,20,23,103,163,212,10.0,212.0,0.0
05:46,Friday,21,24,104,164,213,11.0,213.0,0.0
05:47,Friday,22,25,105,165,214,12.0,214.0,0.0
05:48,Friday,23,26,106,166,215,13.0,215.0,0.0
05:49,Friday,24,27,107,167,216,14.0,216.0,0.0
05:50,Friday,25,28,108,168,217,15.0,217.0,0.0
05:51,Friday,24,27,107,167,216,14.0,216.0,0.0
05:52,Friday,23,26,106,166,215,13.0,215.0,0.0
05:53,Friday,22,25,105,165,214,12.0,214.0,0.0
05:54,Friday,21,24,104,164,213,11.0,213.0,0.0
05:55,Friday,20,23,103,163,212,10.0,212.0,0.0
05:56,Friday,19,22,102,162,211,9.0,211.0,0.0
05:57,Friday,18,21,101,161,210,8.0,210.02239537345295,0.022395373452951617
05:58,Friday,17,20,100,160,209,7.0,209.0,0.0
05:59,Friday,16,19,99,159,208,6.0,208.0,0.0
06:00,Friday,15,18,98,158,207,5.0,207.0,0.0
06:01,Friday,16,19,100,160,209,6.0,209.055,0.05500000000000682
06:02,Friday,17,20,101,162,212,6.0,211.61,-0.38999999999998636
06:03,Friday,18,21,103,164,214,7.0,213.5751048951049,-0.4248951048951142
06:04,Friday,18,22,104,166,217,8.0,216.79,-0.21000000000000796
06:05,Friday,19,22,106,168,219,9.0,218.815,-0.18500000000000227
06:06,Friday,20,23,107,170,222,9.0,224.935,2.9350000000000023
06:07,Friday,21,24,109,172,224,10.0,225.38,1.3799999999999955
06:08,Friday,22,25,110,174,227,11.0,227.295,0.2949999999999875
06:09,Friday,23,26,112,176,229,12.0,229.0,0.0
06:10,Friday,24,27,114,178,232,12.0,233.46,1.460000000000008
06:11,Friday,25,28,115,180,234,13.0,234.97,0.9699999999999989
06:12,Friday,26,29,117,182,237,14.0,238.375,1.375
06:13,Friday,27,30,118,184,239,15.0,241.81,2.8100000000000023
06:14,Friday,28,30,120,186,242,15.0,243.88,1.8799999999999955
06:15,Friday,29,31,121,188,244,16.0,245.755,1.7549999999999955
06:16,Friday,30,32,123,190,247,17.0,248.24,1.240000000000009
06:17,Friday,31,33,125,192,249,18.0,249.64,0.6399999999999864
06:18,Friday,32,34,126,194,252,18.0,252.855,0.8549999999999898
06:19,Friday,33,35,128,196,254,19.0,255.61,1.6100000000000136
06:20,Friday,34,36,129,198,257,20.0,257.37,0.37000000000000455
06:21,Friday,35,37,131,200,259,21.0,259.85,0.8500000000000227
06:22,Friday,35,38,133,202,262,21.0,262.375,0.375
06:23,Friday,36,38,134,204,264,22.0,263.895,-0.10500000000001819
06:24,Friday,37,39,136,206,267,23.0,267.78,0.7799999999999727
06:25,Friday,38,40,137,208,269,24.0,269.36,0.36000000000001364
06:26,Friday,39,41,139,210,272,24.0,272.965,0.964999999999975
06:27,Friday,40,42,141,212,274,25.0,274.19,0.18999999999999773
06:28,Friday,41,43,142,214,277,26.0,277.105,0.10500000000001819
06:29,Friday,42,44,144,216,279,27.0,279.195,0.19499999999999318
06:30,Friday,43,45,145,218,282,27.0,283.205,1.204999999999984
06:31,Friday,44,46,147,220,284,28.0,284.485,0.48500000000001364
06:32,Friday,45,47,149,222,287,29.0,288.975,1.9750000000000227
06:33,Friday,46,47,150,224,289,30.0,290.43,1.4300000000000068
06:34,Friday,47,48,152,226,292,30.0,292.51,0.5099999999999909
06:35,Friday,48,49,153,228,294,31.0,294.52,0.5199999999999818
06:36,Friday,49,50,155,230,297,32.0,297.685,0.6850000000000023
06:37,Friday,50,51,157,232,299,33.0,300.51,1.509999999999991
06:38,Friday,51,52,158,234,302,33.0,302.015,0.014999999999986358
06:39,Friday,52,53,160,236,304,34.0,305.04,1.0400000000000205
06:40,Friday,52,54,162,238,307,35.0,307.23,0.2300000000000182
06:41,Friday,53,55,163,240,309,36.0,310.215,1.214999999999975
06:42,Friday,54,56,165,242,312,36.0,312.48,0.4800000000000182
06:43,Friday,55,57,166,244,314,37.0,314.78,0.7799999999999727
06:44,Friday,56,58,168,246,317,38.0,317.35,0.35000000000002274
06:45,Friday,57,59,170,248,319,39.0,319.27,0.2699999999999818
06:46,Friday,58,59,171,250,322,39.0,321.905,-0.09500000000002728
06:47,Friday,59,60,173,252,324,40.0,324.09,0.08999999999997499
06:48,Friday,60,61,175,254,327,41.0,326.965,-0.03500000000002501
06:49,Friday,61,62,176,256,329,42.0,328.92,-0.07999999999998408
06:50,Friday,62,63,178,258,332,42.0,331.795,-0.20499999999998408
06:51,Friday,63,64,179,260,334,43.0,333.13,-0.8700000000000045
06:52,Friday,64,65,181,262,337,44.0,336.865,-0.1349999999999909
06:53,Friday,65,66,183,264,339,45.0,339.04,0.040000000000020464
06:54,Friday,66,67,184,266,342,45.0,341.785,-0.214999999999975
06:55,Friday,67,68,186,268,344,46.0,343.83,-0.17000000000001592
06:56,Friday,68,69,188,270,347,47.0,346.725,-0.27499999999997726
06:57,Friday,69,70,189,272,349,48.0,348.85,-0.14999999999997726
06:58,Friday,70,70,191,274,352,48.0,351.78,-0.22000000000002728
06:59,Friday,71,71,192,276,354,49.0,353.69,-0.3100000000000023
07:00,Friday,72,72,194,278,357,50.0,356.57,-0.4300000000000068
07:01,Friday,73,73,196,280,359,51.0,358.835,-0.16500000000002046
07:02,Friday,74,74,197,282,362,51.0,361.8,-0.19999999999998863
07:03,Friday,75,75,199,284,364,52.0,363.735,-0.26499999999998636
07:04,Friday,75,76,201,286,367,53.0,366.935,-0.06499999999999773
07:05,Friday,76,77,202,288,369,54.0,368.79,-0.20999999999997954
07:06,Friday,77,78,204,290,372,54.0,371.8,-0.19999999999998863
07:07,Friday,78,79,205,292,374,55.0,373.735,-0.26499999999998636
07:08,Friday,79,80,207,294,377,56.0,376.805,-0.19499999999999318
07:09,Friday,80,81,209,296,379,57.0,379.3,0.30000000000001137
07:10,Friday,81,82,210,298,382,57.0,381.8,-0.19999999999998863
07:11,Friday,82,83,212,300,384,58.0,383.78,-0.22000000000002728
07:12,Friday,83,84,214,302,387,59.0,386.355,-0.6449999999999818
07:13,Friday,84,85,215,304,389,60.0,389.06,0.060000000000002274
07:14,Friday,85,85,217,306,392,60.0,391.795,-0.20499999999998408
07:15,Friday,86,86,218,308,394,61.0,393.755,-0.24500000000000455
07:16,Friday,87,87,220,310,397,62.0,396.325,-0.6750000000000114
07:17,Friday,88,88,222,312,399,63.0,399.075,0.07499999999998863
07:18,Friday,89,89,223,314,402,63.0,401.705,-0.2950000000000159
07:19,Friday,90,90,225,316,404,64.0,403.825,-0.17500000000001137
07:20,Friday,91,91,227,318,407,65.0,406.75,-0.25
07:21,Friday,92,92,228,320,409,66.0,408.87,-0.12999999999999545
07:22,Friday,92,93,230,322,412,66.0,411.45,-0.5500000000000114
07:23,Friday,93,94,231,324,414,67.0,412.925,-1.0749999999999886
07:24,Friday,94,95,233,326,417,68.0,416.6,-0.39999999999997726
07:25,Friday,95,96,235,328,419,69.0,418.83,-0.17000000000001592
07:26,Friday,96,97,236,330,422,69.0,421.91,-0.08999999999997499
07:27,Friday,97,98,238,332,424,70.0,423.265,-0.7350000000000136
07:28,Friday,98,99,240,334,427,71.0,426.575,-0.42500000000001137
07:29,Friday,99,100,241,336,429,72.0,428.905,-0.09500000000002728
07:30,Friday,100,101,243,338,432,72.0,431.91,-0.08999999999997499
07:31,Friday,101,101,244,340,434,73.0,433.475,-0.5249999999999773
07:32,Friday,102,101,246,342,437,74.0,436.825,-0.17500000000001137
07:33,Friday,103,101,248,344,439,75.0,439.11,0.11000000000001364
07:34,Friday,104,101,249,346,442,75.0,441.505,-0.49500000000000455
07:35,Friday,105,101,251,348,444,76.0,444.385,0.3849999999999909
07:36,Friday,106,101,252,350,447,77.0,446.745,-0.25499999999999545
07:37,Friday,107,101,254,352,449,78.0,450.125,1.125
07:38,Friday,108,101,256,354,452,78.0,452.34,0.339999999999975
07:39,Friday,109,101,257,356,454,79.0,453.875,-0.125
07:40,Friday,110,101,259,358,457,80.0,456.99,-0.009999999999990905
07:41,Friday,111,101,260,360,459,81.0,458.94,-0.060000000000002274
07:42,Friday,112,101,262,362,462,81.0,461.65,-0.35000000000002274
07:43,Friday,113,101,264,364,464,82.0,463.505,-0.49500000000000455
07:44,Friday,114,101,265,366,467,83.0,466.655,-0.3450000000000273
07:45,Friday,115,101,267,368,469,84.0,468.965,-0.03500000000002501
07:46,Friday,115,101,268,370,472,84.0,471.775,-0.22500000000002274
07:47,Friday,116,101,270,372,474,85.0,473.485,-0.5149999999999864
07:48,Friday,117,101,272,374,477,86.0,477.285,0.285000000000025
07:49,Friday,118,101,273,376,479,87.0,478.91,-0.08999999999997499
07:50,Friday,119,101,275,378,482,87.0,482.03,0.029999999999972715
07:51,Friday,120,101,276,380,484,88.0,484.05,0.05000000000001137
07:52,Friday,120,101,278,382,487,89.0,486.28,-0.7200000000000273
07:53,Friday,120,101,280,384,489,90.0,490.11,1.1100000000000136
07:54,Friday,120,101,281,386,492,90.0,491.875,-0.125
07:55,Friday,120,101,283,388,494,91.0,493.7,-0.30000000000001137
07:56,Friday,120,101,284,390,497,92.0,496.75,-0.25
07:57,Friday,120,101,286,392,499,93.0,499.05,0.05000000000001137
07:58,Friday,120,101,288,394,502,93.0,502.125,0.125
07:59,Friday,120,101,289,396,504,94.0,504.195,0.19499999999999318
08:00,Friday,120,101,291,398,507,95.0,507.155,0.15499999999997272
08:01,Friday,120,101,292,400,509,96.0,509.1,0.10000000000002274
08:02,Friday,120,101,292,402,512,96.0,512.395,0.3949999999999818
08:03,Friday,120,101,292,404,514,97.0,513.82,-0.17999999999994998
08:04,Friday,120,101,292,406,516,98.0,515.85,-0.14999999999997726
08:05,Friday,120,101,292,408,516,99.0,515.99,-0.009999999999990905
08:06,Friday,120,101,292,410,516,99.0,515.99,-0.009999999999990905
08:07,Friday,120,101,292,412,516,100.0,516.0,0.0
08:08,Friday,120,101,292,414,516,101.0,516.0,0.0
08:09,Friday,120,101,292,416,516,102.0,516.0,0.0
08:10,Friday,120,101,292,418,516,102.0,516.0,0.0
0áin,Friday,120,101,292,420,516,103.0,516.0,0.0
08:12,Friday,120,101,292,422,516,104.0,516.0,0.0
08:13,Friday,120,101,292,424,516,105.0,516.0,0.0
08:14,Friday,120,101,292,426,516,105.0,516.0,0.0
08:15,Friday,120,101,292,428,516,106.0,516.0,0.0
08:16,Friday,120,101,292,430,516,107.0,516.0,0.0
08:17,Friday,120,101,292,432,516,108.0,516.06,0.05999999999994543
08:18,Friday,120,101,292,434,516,108.0,516.0,0.0
08:19,Friday,120,101,292,434,516,109.0,516.0,0.0
08:20,Friday,120,101,292,434,516,110.0,516.0,0.0
08:21,Friday,120,101,292,434,516,111.0,516.0,0.0
08:22,Friday,120,101,292,434,516,111.0,516.0,0.0
08:23,Friday,120,101,292,434,516,112.0,516.0,0.0
08:24,Friday,120,101,292,434,516,113.0,516.0,0.0
08:25,Friday,120,101,292,434,516,114.0,516.0,0.0
08:26,Friday,120,101,292,434,516,114.0,516.0,0.0
08:27,Friday,120,101,292,434,516,115.0,516.0,0.0
08:28,Friday,120,101,292,434,516,116.0,516.0,0.0
08:29,Friday,120,101,292,434,516,117.0,516.0,0.0
08:30,Friday,115,98,282,420,503,60.0,503.0,0.0
08:31,Friday,116,98,283,422,504,60.0,504.0,0.0
08:32,Friday,117,99,285,424,506,61.0,506.0,0.0
08:33,Friday,118,100,286,427,508,61.0,508.0,0.0
08:34,Friday,119,101,288,429,510,62.0,510.0,0.0
08:35,Friday,120,101,289,431,512,63.0,512.0,0.0
08:36,Friday,121,102,291,433,513,63.0,513.0,0.0
08:37,Friday,122,103,292,436,515,64.0,515.0,0.0
08:38,Friday,123,104,294,438,517,64.0,517.0,0.0
08:39,Friday,124,105,295,440,519,65.0,519.0,0.0
08:40,Friday,115,98,282,420,503,60.0,503.0,0.0
08:41,Friday,116,98,283,422,504,60.0,504.0,0.0
08:42,Friday,117,99,285,424,506,61.0,506.0,0.0
08:43,Friday,118,100,286,427,508,61.0,508.0,0.0
08:44,Friday,119,101,288,429,510,62.0,510.0,0.0
08:45,Friday,120,101,289,431,512,63.0,512.0,0.0
08:46,Friday,121,102,291,433,513,63.0,513.0,0.0
08:47,Friday,122,103,292,436,515,64.0,515.0,0.0
08:48,Friday,123,104,294,438,517,64.0,517.0,0.0
08:49,Friday,124,105,295,440,519,65.0,519.0,0.0
08:50,Friday,115,98,282,420,503,60.0,503.0,0.0
08:51,Friday,116,98,283,422,504,60.0,504.0,0.0
08:52,Friday,117,99,285,424,506,61.0,506.0,0.0
08:53,Friday,118,100,286,427,508,61.0,508.0,0.0
08:54,Friday,119,101,288,429,510,62.0,510.0,0.0
08:55,Friday,120,101,289,431,512,63.0,512.0,0.0
08:56,Friday,121,102,291,433,513,63.0,513.0,0.0
08:57,Friday,122,103,292,436,515,64.0,515.0,0.0
08:58,Friday,123,104,294,438,517,64.0,517.0,0.0
08:59,Friday,124,105,295,440,519,65.0,519.0,0.0
09:00,Friday,115,98,282,420,503,60.0,503.0,0.0
09:01,Friday,116,98,283,422,504,60.0,504.0,0.0
09:02,Friday,117,99,285,424,506,61.0,506.0,0.0
09:03,Friday,118,100,286,427,508,61.0,508.0,0.0
09:04,Friday,119,101,288,429,510,62.0,510.0,0.0
09:05,Friday,120,101,289,431,512,63.0,512.0,0.0
09:06,Friday,121,102,291,433,513,63.0,513.0,0.0
09:07,Friday,122,103,292,436,515,64.0,515.0,0.0
09:08,Friday,123,104,294,438,517,64.0,517.0,0.0
09:09,Friday,124,105,295,440,519,65.0,519.0,0.0
09:10,Friday,115,98,282,420,503,60.0,503.0,0.0
09:11,Friday,116,98,283,422,504,60.0,504.0,0.0
09:12,Friday,117,99,285,424,506,61.0,506.0,0.0
09:13,Friday,118,100,286,427,508,61.0,508.0,0.0
09:14,Friday,119,101,288,429,510,62.0,510.0,0.0
09:15,Friday,120,101,289,431,512,63.0,512.0,0.0
09:16,Friday,121,102,291,433,513,63.0,513.0,0.0
09:17,Friday,122,103,292,436,515,64.0,515.0,0.0
09:18,Friday,123,104,294,438,517,64.0,517.0,0.0
09:19,Friday,124,105,295,440,519,65.0,519.0,0.0
09:20,Friday,115,98,282,420,503,60.0,503.0,0.0
09:21,Friday,116,98,283,422,504,60.0,504.0,0.0
09:22,Friday,117,99,285,424,506,61.0,506.0,0.0
09:23,Friday,118,100,286,427,508,61.0,508.0,0.0
09:24,Friday,119,101,288,429,510,62.0,510.0,0.0
09:25,Friday,120,101,289,431,512,63.0,512.0,0.0
09:26,Friday,121,102,291,433,513,63.0,513.0,0.0
09:27,Friday,122,103,292,436,515,64.0,515.0,0.0
09:28,Friday,123,104,294,438,517,64.0,517.0,0.0
09:29,Friday,124,105,295,440,519,65.0,519.0,0.0
09:30,Friday,115,98,282,420,503,60.0,503.0,0.0
09:31,Friday,116,98,283,422,504,60.0,504.0,0.0
09:32,Friday,117,99,285,424,506,61.0,506.0,0.0
09:33,Friday,118,100,286,427,508,61.0,508.0,0.0
09:34,Friday,119,101,288,429,510,62.0,510.0,0.0
09:35,Friday,120,101,289,431,512,63.0,512.0,0.0
09:36,Friday,121,102,291,433,513,63.0,513.0,0.0
09:37,Friday,122,103,292,436,515,64.0,515.0,0.0
09:38,Friday,123,104,294,438,517,64.0,517.0,0.0
09:39,Friday,124,105,295,440,519,65.0,519.0,0.0
09:40,Friday,115,98,282,420,503,60.0,503.0,0.0
09:41,Friday,116,98,283,422,504,60.0,504.0,0.0
09:42,Friday,117,99,285,424,506,61.0,506.0,0.0
09:43,Friday,118,100,286,427,508,61.0,508.0,0.0
09:44,Friday,119,101,288,429,510,62.0,510.0,0.0
09:45,Friday,120,101,289,431,512,63.0,512.0,0.0
09:46,Friday,121,102,291,433,513,63.0,513.0,0.0
09:47,Friday,122,103,292,436,515,64.0,515.0,0.0
09:48,Friday,123,104,294,438,517,64.0,517.0,0.0
09:49,Friday,124,105,295,440,519,65.0,519.0,0.0
09:50,Friday,115,98,282,420,503,60.0,503.0,0.0
09:51,Friday,116,98,283,422,504,60.0,504.0,0.0
09:52,Friday,117,99,285,424,506,61.0,506.0,0.0
09:53,Friday,118,100,286,427,508,61.0,508.0,0.0
09:54,Friday,119,101,288,429,510,62.0,510.0,0.0
09:55,Friday,120,101,289,431,512,63.0,512.0,0.0
09:56,Friday,121,102,291,433,513,63.0,513.0,0.0
09:57,Friday,122,103,292,436,515,64.0,515.0,0.0
09:58,Friday,123,104,294,438,517,64.0,517.0,0.0
09:59,Friday,124,105,295,440,519,65.0,519.0,0.0
10:00,Friday,115,98,282,420,503,60.0,503.0,0.0
10:01,Friday,117,99,285,425,508,61.0,508.68,0.6800000000000068
10:02,Friday,119,100,288,430,513,61.0,511.985,-1.0149999999999864
10:03,Friday,122,101,291,435,518,62.0,516.73,-1.2699999999999818
10:04,Friday,124,102,295,441,523,63.0,525.23,2.230000000000018
10:05,Friday,126,103,298,446,528,64.0,530.255,2.2549999999999955
10:06,Friday,128,104,301,451,533,65.0,536.145,3.144999999999982
10:07,Friday,130,105,305,456,538,65.0,540.775,2.7749999999999773
10:08,Friday,133,106,308,461,543,66.0,545.365,2.365000000000009
10:09,Friday,135,108,311,466,548,67.0,550.11,2.1100000000000136
10:10,Friday,137,109,315,472,553,68.0,561.025,8.024999999999977
10:11,Friday,139,110,318,477,558,69.0,561.555,3.55499999999995
10:12,Friday,141,111,321,482,563,69.0,566.28,3.2799999999999727
10:13,Friday,144,112,325,487,568,70.0,571.26,3.259999999999991
10:14,Friday,146,113,328,492,573,71.0,575.41,2.409999999999968
10:15,Friday,148,114,331,498,578,72.0,582.01,4.009999999999991
10:16,Friday,150,115,335,503,583,73.0,587.035,4.034999999999968
10:17,Friday,152,116,338,508,588,73.0,590.675,2.6749999999999545
10:18,Friday,155,117,341,513,593,74.0,597.835,4.835000000000036
10:19,Friday,157,118,345,518,598,75.0,608.38,10.379999999999995
10:20,Friday,159,120,348,524,603,76.0,606.96,3.9600000000000364
10:21,Friday,161,121,352,529,608,77.0,612.525,4.524999999999977
10:22,Friday,163,122,355,534,613,77.0,616.8,3.7999999999999545
10:23,Friday,166,123,358,539,618,78.0,622.265,4.264999999999986
10:24,Friday,168,124,362,544,623,79.0,636.415,13.414999999999964
10:25,Friday,170,125,365,550,628,80.0,638.21,10.210000000000036
10:26,Friday,172,126,369,555,633,81.0,636.525,3.5249999999999773
10:27,Friday,174,127,372,560,638,81.0,640.59,2.590000000000032
10:28,Friday,177,128,375,565,643,82.0,644.87,1.8700000000000045
10:29,Friday,179,129,379,570,648,83.0,650.35,2.3500000000000227
10:30,Friday,180,140,400,600,690,90.0,690.0,0.0
10:31,Friday,176,137,393,589,679,88.0,679.0,0.0
10:32,Friday,177,138,395,592,682,89.0,682.0,0.0
10:33,Friday,178,139,396,594,685,89.0,685.0,0.0
10:34,Friday,179,139,398,597,688,90.0,688.0,0.0
10:35,Friday,180,140,400,600,690,90.0,690.0,0.0
10:36,Friday,181,141,401,603,693,91.0,693.0,0.0
10:37,Friday,182,141,403,605,696,91.0,696.0,0.0
10:38,Friday,183,142,405,608,699,92.0,699.0,0.0
10:39,Friday,184,143,406,611,701,92.0,701.0,0.0
10:40,Friday,175,137,392,586,677,88.0,677.0,0.0
10:41,Friday,176,137,393,589,679,88.0,679.0,0.0
10:42,Friday,177,138,395,592,682,89.0,682.0,0.0
10:43,Friday,178,139,396,594,685,89.0,685.0,0.0
10:44,Friday,179,139,398,597,688,90.0,688.0,0.0
10:45,Friday,180,140,400,600,690,90.0,690.0,0.0
10:46,Friday,181,141,401,603,693,91.0,693.0,0.0
10:47,Friday,182,141,403,605,696,91.0,696.0,0.0
10:48,Friday,183,142,405,608,699,92.0,699.0,0.0
10:49,Friday,184,143,406,611,701,92.0,701.0,0.0
10:50,Friday,175,137,392,586,677,88.0,677.0,0.0
10:51,Friday,176,137,393,589,679,88.0,679.0,0.0
10:52,Friday,177,138,395,592,682,89.0,682.0,0.0
10:53,Friday,178,139,396,594,685,89.0,685.0,0.0
10:54,Friday,179,139,398,597,688,90.0,688.0,0.0
10:55,Friday,180,140,400,600,690,90.0,690.0,0.0
10:56,Friday,181,141,401,603,693,91.0,693.0,0.0
10:57,Friday,182,141,403,605,696,91.0,696.0,0.0
10:58,Friday,183,142,405,608,699,92.0,699.0,0.0
10:59,Friday,184,143,406,611,701,92.0,701.0,0.0
11:00,Friday,175,137,392,586,677,88.0,677.0,0.0
11:01,Friday,176,137,393,589,679,88.0,679.0,0.0
11:02,Friday,177,138,395,592,682,89.0,682.0,0.0
11:03,Friday,178,139,396,594,685,89.0,685.0,0.0
11:04,Friday,179,139,398,597,688,90.0,688.0,0.0
11:05,Friday,180,140,400,600,690,90.0,690.0,0.0
11:06,Friday,181,141,401,603,693,91.0,693.0,0.0
11:07,Friday,182,141,403,605,696,91.0,696.0,0.0
11:08,Friday,183,142,405,608,699,92.0,699.0,0.0
11:09,Friday,184,143,406,611,701,92.0,701.0,0.0
11:10,Friday,175,137,392,586,677,88.0,677.0,0.0
11:11,Friday,176,137,393,589,679,88.0,679.0,0.0
11:12,Friday,177,138,395,592,682,89.0,682.0,0.0
11:13,Friday,178,139,396,594,685,89.0,685.0,0.0
11:14,Friday,179,139,398,597,688,90.0,688.0,0.0
11:15,Friday,180,140,400,600,690,90.0,690.0,0.0
11:16,Friday,181,141,401,603,693,91.0,693.0,0.0
11:17,Friday,182,141,403,605,696,91.0,696.0,0.0
11:18,Friday,183,142,405,608,699,92.0,699.0,0.0
11:19,Friday,184,143,406,611,701,92.0,701.0,0.0
11:20,Friday,175,137,392,586,677,88.0,677.0,0.0
11:21,Friday,176,137,393,589,679,88.0,679.0,0.0
11:22,Friday,177,138,395,592,682,89.0,682.0,0.0
11:23,Friday,178,139,396,594,685,89.0,685.0,0.0
11:24,Friday,179,139,398,597,688,90.0,688.0,0.0
